run,planner,success_rate,plan_0/success_rate,plan_0/mean_state_dist,plan_0/mean_visual_dist,plan_0/mean_proprio_dist,plan_0/mean_div_visual_emb,plan_0/mean_div_proprio_emb,step,mean_state_dist,mean_visual_dist,mean_proprio_dist,mean_div_visual_emb,mean_div_proprio_emb
pointmaze_lowdata_scratch_a100_seed0,cem,0.12,,,,,,,,1.0220483019411906,0.5712316645408163,0.4323311746120453,393.96978759765625,10.077180862426758
pointmaze_lowdata_scratch_a100_seed0,cem,,0.02,1.5991497376145745,0.5599541613520408,0.6606414318084717,462.2134094238281,10.47939395904541,1.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.4960079541947753,0.5643510841836735,0.6252342462539673,465.0155029296875,11.003555297851562,2.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.418878066515524,0.5743500212585034,0.5721989274024963,410.6868896484375,10.686473846435547,3.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.42120703954379,0.5786720078656462,0.5775042176246643,401.3244934082031,10.323742866516113,4.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.3723031169991744,0.5800103635204081,0.5658451318740845,411.6581726074219,10.653539657592773,5.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.0,1.2568599369588689,0.5819511320153061,0.5245522260665894,416.5280456542969,10.761026382446289,6.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.04,1.1785253627017125,0.5809369685374149,0.4911549389362335,386.2518615722656,10.018176078796387,7.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.08,1.0980163629949071,0.5794391741071429,0.4624471366405487,399.08123779296875,10.395651817321777,8.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.06,1.1309157845768085,0.568363493835034,0.48084139823913574,408.98236083984375,10.861907005310059,9.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,,0.12,1.0220483019411906,0.5712316645408163,0.4323311746120453,393.96978759765625,10.077180862426758,10.0,,,,,
pointmaze_lowdata_scratch_a100_seed0,cem,0.12,,,,,,,,1.0220483019411906,0.5712316645408163,0.4323311746120453,393.96978759765625,10.077180862426758
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_latent_seed0,cem,,0.0,1.330969950197081,0.563117825255102,0.5473532676696777,631.9541625976562,3.727727174758911,1.0,,,,,
smoke_pointmaze_latent_seed0,cem,,0.0,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034,2.0,,,,,
smoke_pointmaze_latent_seed0,cem,0.0,,,,,,,,1.3580369440635605,0.5541327859268708,0.5515756607055664,631.629638671875,3.815319776535034
smoke_pointmaze_seed0,cem,,0.0,1.330969978337322,0.563117825255102,0.5473532676696777,589.0963745117188,2.3974950313568115,1.0,,,,,
smoke_pointmaze_seed0,cem,,0.0,1.3580369361189666,0.5541327859268708,0.5515756011009216,588.589111328125,2.5925464630126953,2.0,,,,,
smoke_pointmaze_seed0,cem,0.0,,,,,,,,1.3580369361189666,0.5541327859268708,0.5515756011009216,588.589111328125,2.5925464630126953
smoke_pointmaze_seed0,cem,,0.0,1.3309699641098383,0.563117825255102,0.5473532676696777,578.2009887695312,2.375540018081665,1.0,,,,,
smoke_pointmaze_seed0,cem,,0.0,1.3580368934069993,0.5541327859268708,0.551575779914856,577.8053588867188,2.5624372959136963,2.0,,,,,
smoke_pointmaze_seed0,cem,0.0,,,,,,,,1.3580368934069993,0.5541327859268708,0.551575779914856,577.8053588867188,2.5624372959136963
smoke_pointmaze_seed0,cem,,0.0,1.3309700076858864,0.563117825255102,0.5473532676696777,567.6317138671875,2.3088138103485107,1.0,,,,,
smoke_pointmaze_seed0,cem,,0.0,1.358036432054433,0.5541327859268708,0.5515753030776978,567.1566772460938,2.4874889850616455,2.0,,,,,
smoke_pointmaze_seed0,cem,0.0,,,,,,,,1.358036432054433,0.5541327859268708,0.5515753030776978,567.1566772460938,2.4874889850616455
smoke_pointmaze_seed0,cem,,0.0,1.3309699058854183,0.563117825255102,0.5473532676696777,559.0746459960938,2.1936182975769043,1.0,,,,,
smoke_pointmaze_seed0,cem,,0.0,1.358039400308939,0.5541327859268708,0.5515761971473694,558.4054565429688,2.3653149604797363,2.0,,,,,
smoke_pointmaze_seed0,cem,0.0,,,,,,,,1.358039400308939,0.5541327859268708,0.5515761971473694,558.4054565429688,2.3653149604797363
